timestamps,qw1,qx1,qy1,qz1,x1,y1,z1,qw2,qx2,qy2,qz2,x2,y2,z2,pressure
1708435946.346404,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.346404,,,,,,,,0.5989,-0.7566,-0.0118,-0.2619,147.87,-108.22,-303.0,
1708435946.3600426,,,,,,,,,,,,,,,0.013105
1708435946.6585636,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.6585636,,,,,,,,0.6412,-0.7162000000000001,-0.0596,-0.26880000000000004,157.07,-86.5,-288.88,
1708435946.6719377,,,,,,,,,,,,,,,0.090104
1708435946.708405,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.708405,,,,,,,,0.6459,-0.7214,-0.0785,-0.2369,153.23,-79.97,-288.99,
1708435946.7222836,,,,,,,,,,,,,,,0.15696
1708435946.788911,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.788911,,,,,,,,0.6317,-0.7416,-0.1348,-0.1804,150.98,-69.72,-293.63,
1708435946.8015783,,,,,,,,,,,,,,,0.078101
1708435946.8234491,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.8234491,,,,,,,,0.634,-0.7457,-0.1416,-0.1472,148.07,-64.45,-295.57,
1708435946.8364167,,,,,,,,,,,,,,,0.09895
1708435946.8553782,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.8553782,,,,,,,,0.638,-0.7445,-0.1383,-0.1393,148.19,-62.72,-294.84000000000003,
1708435946.8683465,,,,,,,,,,,,,,,0.016102
1708435946.89099,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.89099,,,,,,,,0.6424000000000001,-0.7396,-0.1403,-0.14300000000000002,149.17000000000002,-62.08,-293.52,
1708435946.9042356,,,,,,,,,,,,,,,0.064225101
1708435946.924923,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.924923,,,,,,,,0.6469,-0.73,-0.1315,-0.1763,152.96,-62.31,-288.39,
1708435946.9370317,,,,,,,,,,,,,,,0.21593
1708435946.9588284,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.9588284,,,,,,,,0.6409,-0.7237,-0.1302,-0.2199,154.66,-63.31,-288.18,
1708435946.9714787,,,,,,,,,,,,,,,0.07797
1708435946.991016,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435946.991016,,,,,,,,0.6338,-0.7181000000000001,-0.1226,-0.2596,155.6,-64.73,-286.40000000000003,
1708435947.0044305,,,,,,,,,,,,,,,0.03295
1708435947.0247874,nan,nan,nan,nan,nan,nan,nan,,,,,,,,
1708435947.0247874,,,,,,,,0.6287,-0.6993,-0.0883,-0.3281,157.27,-68.45,-286.11,
