Stress,Strain
4.56662562584198,0.0
4.747605029032042,0.07281758029487075
4.955186567971252,0.1153374180394196
2.040160651227088,0.0
2.1062205612680764,0.07973054621661607
2.100867762430036,0.0
2.174825599708962,0.12237646832622698
2.295899537045868,0.12857433647505273
2.3724827947072615,0.15259934469059874
2.6199962129782524,0.16942915923771784
2.6939234628352464,0.17785117373804404
2.877455641280688,0.19590691667217924
3.1476521818658325,0.20717721882485024
3.4879359763796343,0.2170493031548367
3.7379295247789175,0.24327202880725995
4.125375300483597,0.2536583529080017
4.517926626699036,0.2737847329563867
5.038097598544757,0.46125290242989336
6.015655035293724,0.5778554836635194
7.355308921821509,0.5890756148407434
9.089927991945505,0.6025817786823628
11.410798335570831,0.6086529388740355
14.074511621344907,0.6181453550743545
17.15879813525157,0.6235048035099657
20.51711608776805,0.6347492103185318
24.40561729490922,0.6366689563658654
28.73762847320397,0.6414839047084503
33.30159299333789,0.6454609515687219
38.02993686788439,0.6491571150345653
42.43329830573839,0.6365278312846971
46.72194926449319,0.6326846924021475
50.795194676673844,0.6288926140447199
54.38413541817547,0.6185651784573715
57.525724918119266,0.6222537103143705
60.14223416499731,0.623908454823302
62.40061058218851,0.6221997107038869
64.2893749651371,0.6387088225474895
65.65688507171325,0.6289269591931963
66.70959580414831,0.6353970727033605
67.44752500510508,0.6400672464671195
68.16248305219118,0.6311975918838733
68.36125159018633,0.5787144373523101
15.161220273257005,0.0
16.84761190032617,0.06106521104524246
19.04611216461024,0.05692099788303065
21.28156968144323,0.07551635584428029
23.504441748627258,0.05820927761104808
26.04960710832562,0.04353021938837438
28.68525261104966,0.05215668701135075
31.271185906279268,0.04404179832840604
33.69143223480873,0.09112277432124202
35.89630105523415,0.11017731163901211
38.07566506367221,0.12264354854618294
39.98355168323175,0.15182832410324484
41.44795254668008,0.1530542387521491
43.07550544423595,0.18026691321482102
45.142755081011266,0.1880106379968961
47.60508332973913,0.21573836005680516
50.23690922814944,0.2151100183626969
52.88147606227021,0.2238706769543527
55.47378173706891,0.21561669694158667
57.8990839115485,0.07165919340880172
59.42584233250816,0.06023155319265812
59.61058143964399,0.20334601053376972
18.279906166553555,0.0
19.30082509731839,0.038609843304526006
21.15160500013152,0.08459692665812431
23.917292927198012,0.1234873272850302
27.350960444691307,0.1596826853481622
31.56954454113207,0.18510321445074907
36.06215242932718,0.18997136626344469
40.96130156584371,0.20911011453298936
45.91652381914055,0.23471685069461862
50.85387792012564,0.25081658637338966
55.36301830987481,0.26082637903402356
59.69499890074764,0.27944087031069786
63.761880854690595,0.28779047934217716
67.4910292404233,0.2951563653387813
70.99331581559254,0.3160296188650681
74.23049993040416,0.33363860687876046
77.06751390198754,0.3403165585157447
79.83569980184512,0.34622559119741614
82.44330046208557,0.3557747602065106
84.90174665717993,0.3514133748166111
86.57890852968121,0.1912970465009853
87.1332188878304,0.024311314238436323
13.088921162911136,0.0
15.16784245010521,0.044090815370097805
18.28166621779054,0.09269476792138791
22.305269518652022,0.10917728701520296
26.870541651073527,0.14026375155399182
32.139323213447284,0.16996093668840506
37.948485112232206,0.20348483973013834
44.231739306198705,0.21690587820527157
50.688314577589146,0.23111036324665352
57.15762441231045,0.2437867920950605
63.47269717194137,0.25724540812228347
69.24862838574936,0.2603858675120446
73.97434301648565,0.193131664933537
77.06996599364571,0.0845893610331699
78.26392306818161,0.3315066213516704
13.110439414240062,0.0
15.042625191572476,0.08533135414371458
17.891338852044715,0.13255157486804867
21.765834843368925,0.15630687764778572
26.314726136870114,0.17731283089500313
31.611547443823817,0.1924465640119351
37.46290596563937,0.2059044438568528
43.781837838337324,0.21107685803990875
50.14153892104244,0.22815784010197826
56.30623371865001,0.24334765254672144
62.12809067201247,0.24975123623317638
67.61346304356024,0.2571950232800004
72.45776510912556,0.2589779913428937
76.6443904475514,0.240882710047857
79.53738959707704,0.0766331520948995
80.8576561560038,0.10319224777084766
15.66447640077452,0.0
17.809507302570214,0.07055664391111556
20.952670780267578,0.09155370008907335
25.061867883501154,0.11024989795913662
30.005821220768,0.14397166387869492
35.764007906427885,0.15497767581171146
42.06892564197749,0.15445750224576346
48.50127567519805,0.1733925027214268
54.78577630660827,0.1829959562394755
60.78733181486741,0.19573492279100335
66.37466480847253,0.19121297027137057
71.34257446949145,0.19482340721792116
75.35839836937497,0.1013934909153443
77.76325922467281,0.09753604461941201
78.46649591677951,0.354067338228196
12.76223347744596,0.0
14.05736992030404,0.07775345651480733
16.461315701895757,0.11842769946258404
19.99950808698502,0.1775427835762411
24.403125694497703,0.19447488269696972
29.66680807874027,0.20384778635050246
35.45174856278306,0.23003095443874558
41.61264414769153,0.24639155829695192
47.82578814716293,0.2564446139032757
53.99686042224324,0.2618741682564362
59.90793578747671,0.27172809939349335
65.5475465085908,0.27442040740440615
70.95009069049944,0.29100900329714896
75.93454942125929,0.31214201895931976
79.65340004160832,0.11266303741689228
81.4898242477282,0.16999623525243124
15.447861376558158,0.0
17.450148427054284,0.04888189849013649
20.43775064918679,0.08643425246972393
24.32005917786271,0.10411147871392457
29.12385967336278,0.1191060032072272
34.66664718482809,0.13263905910402088
40.59177364701142,0.1463207435738349
46.76030461711957,0.1552376243054497
52.79373604245925,0.15668465144997454
58.63469866424578,0.16523679977535288
63.94930273362501,0.1592823907404709
68.84331700668476,0.1693228868168742
73.19311349635687,0.17230484613033936
76.8393827134139,0.15212889271929894
79.65213703597773,0.11551761770396739
81.67469844931088,0.11357253189041773
82.77451381152069,0.055805376085104726
2.9642053933066164,0.0
3.09293000955418,0.04828912921144884
3.238217714777736,0.0294102023114428
3.3121398667310746,0.11214062600146296
3.412797974404512,0.061394462290991665
3.451083230855639,0.08800909043956738
3.5668426036319194,0.1442802827831995
2.2157732363440577,nan
2.57270933314782,nan
3.0445368846305523,nan
3.3604093674910613,nan
9.53893477771539,nan
9.724493372863805,nan
9.668587212428214,0.0
9.658407973304541,0.0
9.877810276344421,0.00427083130081234
10.178584043053917,0.006764613810115869
10.376121437316318,0.02229259966894814
10.4309200781828,0.03183457240171448
4.56662562584198,0.0
4.747605029032042,0.07281758029487075
4.955186567971252,0.1153374180394196
2.040160651227088,0.0
2.1062205612680764,0.07973054621661607
2.100867762430036,0.0
2.174825599708962,0.12237646832622698
2.295899537045868,0.12857433647505273
2.3724827947072615,0.15259934469059874
2.6199962129782524,0.16942915923771784
2.6939234628352464,0.17785117373804404
2.877455641280688,0.19590691667217924
3.1476521818658325,0.20717721882485024
3.4879359763796343,0.2170493031548367
3.7379295247789175,0.24327202880725995
4.125375300483597,0.2536583529080017
4.517926626699036,0.2737847329563867
5.038097598544757,0.46125290242989336
6.015655035293724,0.5778554836635194
7.355308921821509,0.5890756148407434
9.089927991945505,0.6025817786823628
11.410798335570831,0.6086529388740355
14.074511621344907,0.6181453550743545
17.15879813525157,0.6235048035099657
20.51711608776805,0.6347492103185318
24.40561729490922,0.6366689563658654
28.73762847320397,0.6414839047084503
33.30159299333789,0.6454609515687219
38.02993686788439,0.6491571150345653
42.43329830573839,0.6365278312846971
46.72194926449319,0.6326846924021475
50.795194676673844,0.6288926140447199
54.38413541817547,0.6185651784573715
57.525724918119266,0.6222537103143705
60.14223416499731,0.623908454823302
62.40061058218851,0.6221997107038869
64.2893749651371,0.6387088225474895
65.65688507171325,0.6289269591931963
66.70959580414831,0.6353970727033605
67.44752500510508,0.6400672464671195
68.16248305219118,0.6311975918838733
68.36125159018633,0.5787144373523101
15.161220273257005,0.0
16.84761190032617,0.06106521104524246
19.04611216461024,0.05692099788303065
21.28156968144323,0.07551635584428029
23.504441748627258,0.05820927761104808
26.04960710832562,0.04353021938837438
28.68525261104966,0.05215668701135075
31.271185906279268,0.04404179832840604
33.69143223480873,0.09112277432124202
35.89630105523415,0.11017731163901211
38.07566506367221,0.12264354854618294
39.98355168323175,0.15182832410324484
41.44795254668008,0.1530542387521491
43.07550544423595,0.18026691321482102
45.142755081011266,0.1880106379968961
47.60508332973913,0.21573836005680516
50.23690922814944,0.2151100183626969
52.88147606227021,0.2238706769543527
55.47378173706891,0.21561669694158667
57.8990839115485,0.07165919340880172
59.42584233250816,0.06023155319265812
59.61058143964399,0.20334601053376972
18.279906166553555,0.0
19.30082509731839,0.038609843304526006
21.15160500013152,0.08459692665812431
23.917292927198012,0.1234873272850302
27.350960444691307,0.1596826853481622
31.56954454113207,0.18510321445074907
36.06215242932718,0.18997136626344469
40.96130156584371,0.20911011453298936
45.91652381914055,0.23471685069461862
50.85387792012564,0.25081658637338966
55.36301830987481,0.26082637903402356
59.69499890074764,0.27944087031069786
63.761880854690595,0.28779047934217716
67.4910292404233,0.2951563653387813
70.99331581559254,0.3160296188650681
74.23049993040416,0.33363860687876046
77.06751390198754,0.3403165585157447
79.83569980184512,0.34622559119741614
82.44330046208557,0.3557747602065106
84.90174665717993,0.3514133748166111
86.57890852968121,0.1912970465009853
87.1332188878304,0.024311314238436323
13.088921162911136,0.0
